ticker,n_days,total_volume,total_trades,last_close
ESMV,1,647536,1616,25.6
ESNT,1,683343,12950,52.91
ESOA,1,85374,810,7.82
ESP,1,3387,106,22.66
ESPO,1,50866,483,60.02
ESPR,1,3995375,13573,2.58
ESQ,1,68492,1351,47.27
ESRT,1,1056864,9471,9.71
ESS,1,430092,10312,229.34
ESSA,1,17642,240,17.81
ESTA,1,176389,3777,38.36
ESTC,1,1090324,22275,126.54
ESUS,1,0,0,25.5797
ET,1,21218497,30873,13.91
ETAO,1,116988,118,0.2551
ETB,1,75398,232,13.3
ETD,1,148198,3321,30.4
ETEC,1,1270,17,20.3163
ETG,1,70174,355,17.69
ETHO,1,2772,55,55.337
ETIp,1,5889,56,23.38
ETJ,1,175657,551,8.24
ETN,1,1559723,34277,273.21
ETNB,1,888175,10043,8.45
ETO,1,46350,234,24.44
ETON,1,60304,606,4.41
ETR,1,1218292,18899,97.4
ETRN,1,2390691,15203,10.23
ETSY,1,2096085,35617,74.49
ETV,1,258557,970,12.82
ETW,1,202679,566,7.91
ETWO,1,643035,5273,3.86
ETX,1,33914,85,17.825
ETY,1,271003,807,12.8
ETpC,1,70223,151,25.57
ETpD,1,180916,395,25.57
ETpE,1,53871,300,25.07
ETpI,1,42244,176,11.053
EU,1,1745491,11166,4.69
EUDA,1,90037,274,1.57
EUDAW,1,13810,23,0.1806
EUDG,1,1302,23,31.4747
EUDV,1,513,4,47.1481
EUFN,1,329795,2203,20.28
EUM,1,11309,47,14.555
EUO,1,6478,81,30.7896
EURL,1,2780,55,22.3881
EURN,1,2323930,11138,17.78
EUSA,1,45766,371,85.23
EUSB,1,19674,154,42.61
EUSC,1,1278,15,36.0884
EV,1,2029,36,22.6603
EVA,1,2234239,5498,0.5288
EVAV,1,3805,107,27.2871
EVAX,1,67277,478,4.23
EVBG,1,2203928,13915,28.14
EVBN,1,18310,286,28.65
EVC,1,272072,1920,3.91
EVCM,1,54259,1182,9.98
EVE,1,413,12,10.86
EVE.WS,1,51598,21,0.07
EVER,1,528750,5514,14.66
EVEX,1,27656,332,6.39
EVEX.WS,1,500,1,0.6988
EVF,1,141264,579,6.72
EVG,1,58449,220,10.71
EVGN,1,50778,130,0.75
EVGO,1,2342312,10058,2.2
EVGOW,1,7295,42,0.185001
EVH,1,797100,9746,30.63
EVHY,1,258,7,52.9221
EVI,1,24353,592,21.18
EVIM,1,496,5,52.6902
EVLN,1,3022,24,50.048
EVLV,1,1451046,10626,5.07
EVLVW,1,96937,230,0.82
EVM,1,20968,134,9.37
EVMT,1,182,13,15.87
EVN,1,90486,429,10.27
EVNT,1,73,2,9.9653
EVO,1,37069,238,7.68
EVOK,1,16412,101,0.6425
EVR,1,528919,10695,175.88
EVRG,1,3501749,35574,48.62
EVRI,1,712773,8449,10.65
EVSB,1,2733,52,50.4286
EVT,1,87978,531,22.19
EVTC,1,186296,4553,40.62
EVTL,1,114142,610,0.71
EVTL.WS,1,2695,12,0.040275
EVTV,1,42765,257,2.28
EVUS,1,26,2,26.0457
EVV,1,270189,1189,9.91
EVX,1,2827,75,150.4414
EVXX,1,615,13,17.1424
EW,1,3686759,48158,85.8
EWA,1,1837534,6604,23.52
EWBC,1,734425,15959,69.17
EWC,1,1485187,6677,36.2
EWCZ,1,320527,5503,14.32
EWD,1,163016,1261,37.53
EWG,1,1595756,4968,29.26
EWH,1,2836089,7603,15.96
EWI,1,182589,1227,33.81
EWJ,1,6381522,21437,66.39
EWJV,1,81200,526,30.58
EWK,1,2328,64,18.4
EWL,1,363691,2674,46.49
EWM,1,261729,1116,21.0
EWN,1,145565,1102,46.7
EWO,1,63698,320,20.58
EWP,1,327583,1603,29.05
EWQ,1,1088468,3841,38.66
EWS,1,295053,1800,17.72
EWT,1,4808164,24041,46.53
EWTX,1,724954,7928,19.81
EWU,1,3087581,6264,32.32
EWUS,1,948,16,33.396
EWV,1,4896,48,11.4375
EWW,1,1819519,21047,67.53
EWX,1,92877,627,54.67
EWY,1,2789819,20664,63.28
EWZ,1,25519579,49749,32.71
EWZS,1,1193728,2695,13.71
EXAI,1,753362,4599,6.3
EXAS,1,1604403,29046,60.98
EXC,1,5866886,49272,33.75
EXEL,1,3040737,27679,20.17
EXFY,1,395086,2280,1.67
EXG,1,673666,2354,7.88
EXI,1,15683,642,129.2714
EXK,1,1890291,3855,1.56
EXLS,1,794978,11004,30.64
EXP,1,326554,10438,243.38
EXPD,1,913962,17267,127.18
EXPE,1,7379728,102770,159.47
EXPI,1,1288618,14048,12.03
EXPO,1,291041,7780,78.63
EXPR,1,55203,1061,3.89
EXR,1,784735,14126,143.47
EXTO,1,62756,1180,5.27
EXTR,1,1384894,15798,12.37
EYE,1,725511,11777,19.94
EYEG,1,1,1,35.39
EYEN,1,247978,1612,1.775
EYLD,1,28418,300,31.79
EYPT,1,1678897,18105,29.12
EZA,1,63961,675,38.45
EZBC,1,131480,768,26.46
EZFL,1,4054,73,1.39
EZGO,1,6266185,4267,0.1075
EZJ,1,4033,42,38.5284
EZM,1,130616,255,56.49
EZPW,1,683546,7433,10.0
EZU,1,1679311,8672,47.38
F,1,68448479,151593,12.83
FA,1,194587,4263,16.64
FAAR,1,106211,358,28.52
FAB,1,3183,31,75.9901
FAD,1,1620,45,116.68
FAF,1,1071934,20778,58.99
FAIL,1,2,1,17.8937
FALN,1,808381,3918,26.56
FAM,1,16199,85,6.32
FAMI,1,22337,208,1.06
FAN,1,40731,565,15.03
FANG,1,1665068,29106,153.48
FANH,1,23607,236,5.6
FAPR,1,19191,82,35.82
FARM,1,266270,1507,3.12
FARO,1,261388,2795,22.59
FAS,1,796329,8530,90.19
FAST,1,2633923,43118,69.26
FAT,1,88093,586,9.4
FATBB,1,2679,63,7.6365
FATBP,1,4917,115,14.97
FATBW,1,3872,44,7.38
FATE,1,3332660,14868,6.11
FATH,1,10299,112,4.0
FAUG,1,8462,46,41.76
FAX,1,393358,1101,2.68
FAZ,1,3625140,11282,12.52
FAZE,1,3334073,2743,0.1773
FAZEW,1,141169,137,0.0115
FBCG,1,221243,1505,36.22
FBCV,1,43057,268,29.1058
FBGX,1,407,24,795.971
FBIN,1,1363782,20614,80.12
FBIO,1,285401,1151,1.8
FBIOP,1,17429,152,13.5
FBIZ,1,7366,404,34.25
FBK,1,147500,3202,35.71
FBL,1,74976,2205,125.98
FBLG,1,57823,1037,7.82
FBMS,1,147687,3163,23.9
FBNC,1,136663,3008,34.51
FBND,1,1140181,3458,45.31
FBOT,1,22391,139,24.79
FBP,1,1053461,11240,16.49
FBRT,1,291867,3721,12.29
FBRTpE,1,23878,153,20.883
FBRX,1,58103,149,0.6251
FBT,1,27004,365,148.26
FBTC,1,6192761,36637,39.88
FBY,1,43635,545,22.46
FBYD,1,9979,290,12.18
FBYDW,1,921,9,0.88
FBZ,1,273,16,11.71
FC,1,38226,942,39.33
FCA,1,222,5,17.84
FCAL,1,3109,30,49.73
FCAP,1,1533,54,27.75
FCBC,1,18258,566,32.99
FCCO,1,10244,279,17.25
FCEF,1,986,34,20.0509
FCEL,1,11153694,16148,1.25
FCF,1,355882,5221,13.15
FCFS,1,173715,5534,116.95
FCFY,1,9352,25,21.9223
FCG,1,301595,3303,23.2
FCLD,1,47427,396,24.4295
FCN,1,78468,3756,194.18
FCNCA,1,39308,4617,1478.12
FCNCO,1,14401,137,22.59
FCNCP,1,15339,157,21.4
FCO,1,64994,231,5.18
FCOM,1,64234,775,48.22
FCOR,1,28162,215,46.35
FCPI,1,13829,151,36.8838
FCPT,1,319579,4720,22.94
FCRX,1,2613,62,23.895
FCSH,1,0,0,23.825
FCT,1,57282,246,10.0
FCTR,1,20147,53,28.93
FCUS,1,397,11,26.1072
FCUV,1,108908,527,0.7071
FCVT,1,6692,72,33.15
FCX,1,13800660,105431,38.12
FDAT,1,3529,43,20.9
FDBC,1,10365,264,46.35
FDCE,1,1318,5,11.2602
FDCF,1,16994,65,30.3604
FDD,1,49976,230,11.15
FDEC,1,24485,76,40.18
FDEM,1,12384,392,24.1111
FDEV,1,16702,420,26.5616
FDFF,1,10709,75,29.3
FDG,1,2965,63,76.8836
FDGR,1,3609,12,11.6634
FDHT,1,1412,43,19.0991
FDHY,1,18759,215,47.97
FDIF,1,36691,152,27.41
FDIG,1,89487,1028,23.8
FDIS,1,68796,1128,79.27
FDIV,1,9104,45,26.09
FDL,1,869269,3515,36.03
FDLO,1,60134,488,54.74
FDLS,1,10282,54,29.092
FDM,1,7411,94,58.0653
FDMO,1,9462,86,56.8113
FDMT,1,4380272,38739,26.9
FDN,1,348047,7455,200.98
FDNI,1,2095,34,22.01
FDP,1,185839,4098,23.91
FDRR,1,25173,200,44.39
FDRV,1,10464,132,14.4648
FDS,1,225715,10213,470.06
FDT,1,25748,223,51.97
FDTB,1,1385,3,9.905
FDTS,1,678,9,40.0433
FDTX,1,58611,373,31.98
FDUS,1,167436,2216,18.9
FDV,1,25954,138,23.65
FDVL,1,91,2,11.0457
FDVV,1,253294,2267,43.21
FDWM,1,661,18,21.1008
FDX,1,1833879,32111,241.75
FE,1,4483127,39591,35.79
FEAM,1,65470,1432,1.305
FEBO,1,12210,133,7.18
FEBP,1,7239,8,25.4161
FEBT,1,285570,196,29.93
FEBW,1,277473,223,28.42
FEBZ,1,251,3,31.4222
FEDL,1,4,4,40.156
FEDM,1,159,2,47.5519
FEDU,1,524,10,8.18
FEEM,1,0,0,45.5794
FEI,1,69354,243,8.46
FEIG,1,87,3,40.915
FEIM,1,20579,182,10.61
FELC,1,2713896,1866,28.05
FELE,1,101925,3040,97.72
FELG,1,94051,742,28.3447
FELV,1,54462,352,27.26
FEM,1,177788,943,22.715
FEMB,1,51781,369,28.35
FEMS,1,31448,218,38.42
FEMY,1,2481748,7822,1.38
FEN,1,65519,252,14.1
FENC,1,75932,871,10.13
FENG,1,11679,41,1.33
FENI,1,45769,254,26.66
FENY,1,724548,2722,23.12
FEP,1,17046,122,35.12
FEPI,1,47577,827,56.7
FERG,1,1000155,22565,197.64
FESM,1,34858,673,28.12
FET,1,27003,403,18.99
FEUS,1,538,3,56.4707
FEUZ,1,524,6,39.37
FEX,1,15157,191,92.48
FEXD,1,884,3,10.81
FEZ,1,570195,3621,48.51
FF,1,348745,3685,5.88
FFA,1,30052,138,18.52
FFBC,1,243691,4424,21.81
FFC,1,102158,564,14.12
FFEB,1,23619,79,43.83
FFIC,1,249232,4134,13.1
FFIE,1,19702512,21732,0.089
FFIEW,1,67390,35,0.0087
FFIN,1,463022,8193,31.18
FFIU,1,10921,9,21.945
FFIV,1,350057,13341,185.23
FFLS,1,35,2,20.7488
FFND,1,1313,16,21.1522
FFNW,1,23815,833,20.61
FFOG,1,6751,49,32.43
FFTY,1,94153,553,26.72
FFWM,1,563399,5715,8.19
FG,1,109150,3285,45.51
FGB,1,61604,181,3.52
FGBI,1,12678,521,11.13
FGBIP,1,2711,13,20.69
FGD,1,440961,579,21.79
FGDL,1,68,12,27.155
FGEN,1,4048995,16863,2.38
FGF,1,8395,48,1.34
FGFPP,1,2307,31,18.0
FGH,1,3862,41,1.35
FGI,1,16851,95,1.61
FGM,1,11312,6,37.59
FGN,1,35744,223,26.22
FGRO,1,62715,447,20.74
FHB,1,401933,8744,20.95
FHI,1,584818,8737,34.98
FHLC,1,132707,1656,67.95
FHN,1,6023785,36177,13.79
FHNpB,1,4040,30,23.46
FHNpC,1,3371,25,23.8
FHNpD,1,3676,69,24.45
FHNpE,1,4412,58,23.64
FHNpF,1,8138,121,17.2701
FHTX,1,1678146,10662,4.85
FHYS,1,103,3,22.93
FI,1,2132080,34953,143.55
FIAX,1,84543,164,19.64
FIBK,1,1022857,13309,25.42
FIBR,1,1200,25,85.8848
FICO,1,195734,12159,1321.44
FICS,1,30976,125,33.7605
FICVW,1,41241,98,0.0302
FID,1,10587,30,15.32
FIDI,1,23914,194,19.9408
FIDU,1,37816,613,62.66
FIF,1,139113,876,15.9
FIG,1,4664,40,22.926
FIGB,1,10587,431,42.75
FIGS,1,2943962,15109,6.07
FIHL,1,347579,4453,12.82
FIIG,1,11718,71,20.608
FILL,1,12216,101,24.1702
FINE,1,350,4,24.0469
FINS,1,96826,254,12.37
FINV,1,1277336,7944,4.71
FINW,1,12568,567,10.61
FINX,1,73406,578,24.89
FIP,1,249336,2355,4.37
FIS,1,2255654,28276,61.44
FISI,1,41895,644,18.88
FISR,1,26378,125,25.551
FITB,1,3185450,36768,33.39
FITBI,1,16504,172,25.6
FITBO,1,8268,133,23.32
FITBP,1,10308,150,24.905
FITE,1,3922,68,56.096
FIVA,1,33270,134,24.06
FIVE,1,585135,14747,186.1
FIVG,1,68242,542,37.37
FIVN,1,651409,11047,75.61
FIW,1,29922,605,95.44
FIX,1,268024,8444,237.17
FIXD,1,1732247,2840,43.8
FIXT,1,13,5,30.89
FIXX,1,533822,708,0.705
FIZZ,1,141808,3794,47.24
FJAN,1,281526,344,40.92
FJP,1,12335,144,51.72
FJUL,1,12290,96,43.07
FJUN,1,166774,100,45.56
FKU,1,2475,31,35.16
FKWL,1,6894,133,2.91
FL,1,1526603,21150,29.15
FLAU,1,964,30,27.4245
FLAX,1,112,8,20.8254
FLBL,1,126610,727,24.15
FLBR,1,20805,200,19.69
FLC,1,35495,154,14.84
FLCA,1,29358,158,32.79
FLCB,1,64339,217,21.27
FLCH,1,24367,306,14.79
FLCO,1,27160,61,21.28
FLDR,1,125732,589,49.98
FLDZ,1,0,0,23.8255
FLEE,1,2265,35,27.8931
FLEU,1,2545,18,24.2004
FLEX,1,5265474,44172,25.54
FLGB,1,200540,795,24.66
FLGC,1,159980,624,0.88
FLGR,1,907,10,22.86
FLGT,1,120985,2638,25.27
FLGV,1,30866,152,20.49
FLHK,1,2468,31,16.6304
FLHY,1,24837,114,23.48
FLIA,1,71729,218,20.03
FLIC,1,104730,1521,11.15
FLIN,1,156723,1186,36.18
FLJ,1,207203,685,0.8
FLJH,1,22528,180,28.6994
FLJJ,1,3390,31,25.47
FLJP,1,322988,1416,28.83
FLKR,1,23524,196,22.03
FLL,1,134923,825,5.04
FLLA,1,16415,159,23.49
FLLV,1,4171,41,52.539
FLMB,1,1438,29,23.955
FLME,1,157365,778,10.67
FLME.U,1,2000,4,12.15
FLME.WS,1,43971,160,2.37
FLMI,1,21777,158,24.2
FLMX,1,16383,211,33.0065
FLN,1,5719,45,19.75
FLNC,1,4076174,42572,21.58
FLNG,1,690089,8104,26.17
FLNT,1,20426,158,0.5169
FLO,1,1749519,19128,23.39
FLOT,1,909653,3417,50.79
FLOW,1,234,14,28.4526
FLQL,1,25469,145,50.77
FLQM,1,31039,218,49.1
FLQS,1,3301,38,37.9546
FLR,1,2192248,18376,40.07
FLRG,1,22991,261,28.88
FLRN,1,879819,2091,30.67
FLRT,1,29088,200,47.38
FLS,1,1012288,15618,41.34
FLSA,1,496,18,36.8061
FLSP,1,22555,118,23.19
FLSW,1,4947,37,31.9593
FLT,1,1436919,34691,265.12
FLTB,1,11211,77,49.09
FLTN,1,157336,6,19.663
FLTR,1,356748,2035,25.32
FLTW,1,16492,104,41.5524
FLUD,1,27950,63,24.84
FLUT,1,96787,1512,209.7
FLUX,1,89877,807,3.85
FLV,1,2117,37,62.12
FLWS,1,819510,9017,9.3
FLXS,1,40616,1092,32.5
FLYD,1,29267,128,2.76
FLYU,1,4263,79,49.6732
FLYW,1,1219069,15261,21.71
FLYX,1,3984,162,8.0
FM,1,84144,940,26.3
FMAG,1,14366,148,26.3598
FMAO,1,25287,436,20.95
FMAR,1,3478,17,38.3329
FMAT,1,22068,320,46.9973
FMAY,1,157865,36,42.41
FMB,1,218969,648,51.4
FMBH,1,34639,1170,30.64
FMC,1,2716605,37309,52.04
FMCX,1,61,3,27.6196
FMDE,1,86168,674,28.1699
FMED,1,8448,64,24.9496
FMET,1,15817,179,28.89
FMF,1,15578,170,48.9764
FMHI,1,70272,227,47.6854
FMIL,1,33345,356,38.71
FMN,1,33133,198,11.21
FMNB,1,62396,1023,13.79
FMNY,1,3864,31,27.01
FMQQ,1,15718,74,11.33
FMS,1,182680,3062,19.71
FMST,1,6718,138,2.6
FMSTW,1,4032,11,0.25
FMX,1,276803,5797,139.47
FMY,1,3685,19,11.95
FN,1,625000,16945,196.07
FNA,1,381910,3544,14.28
FNB,1,1425841,13175,12.97
FNBpE,1,3628,43,24.9746
FNCB,1,32885,393,5.77
FNCH,1,3490,92,2.59
FNCL,1,70136,769,54.74
FND,1,897350,18533,106.46
FNDA,1,373120,1530,53.85
FNDB,1,25057,184,62.17
FNDC,1,204494,737,33.86
FNDE,1,475611,2258,26.88
FNDF,1,879657,2426,33.27
FNDX,1,522557,1973,63.29
FNF,1,1241319,18311,50.88
FNGD,1,12093482,11343,4.1
FNGG,1,21517,552,112.291
FNGO,1,24486,431,56.77
FNGR,1,242389,1610,2.25
FNGS,1,138587,1113,42.19
FNGU,1,1177806,21611,312.5
FNK,1,56659,148,49.31
FNKO,1,411311,4693,8.04
FNLC,1,6776,164,23.8
FNOV,1,8844,55,43.6545
FNV,1,543640,10376,108.5
FNVTU,1,698,1,11.0
FNWB,1,57917,354,13.445
FNWD,1,3052,41,23.7
FNX,1,108901,258,103.34
FNY,1,8193,104,68.97
FOA,1,50301,302,0.8248
FOCT,1,15473,33,39.79
FOF,1,89021,322,11.57
FOLD,1,1525912,13381,13.33
FONR,1,35501,252,20.2
FOR,1,128562,3452,31.69
FORA,1,10707,75,2.76
FORD,1,15933,111,0.73
FORH,1,1210,6,21.4208
FORL,1,92409,178,10.605
FORM,1,800478,11869,38.96
FORR,1,94618,2321,23.14
FOSL,1,340284,2499,1.07
FOSLL,1,2264,40,13.32
FOUR,1,537580,10045,75.99
FOVL,1,1087,6,57.5071
FOX,1,2075226,26367,26.62
FOXA,1,7330263,70445,28.78
FOXF,1,294336,7590,64.3
FOXO,1,912964,1648,0.34
FPA,1,0,0,26.735
FPAG,1,31431,140,27.13
FPAY,1,14477,122,1.3
FPE,1,3564499,4164,17.02
FPEI,1,261540,680,18.01
FPF,1,181737,707,17.16
FPFD,1,6349,71,21.15
FPH,1,72747,730,3.47
FPI,1,294497,3727,11.23
FPL,1,44242,127,6.72
FPRO,1,2311,49,20.7128
FPX,1,13672,332,98.8678
FPXE,1,3657,38,23.52
FPXI,1,19450,192,43.32
FQAL,1,87129,624,56.05
FR,1,2501073,26888,53.6
FRA,1,199939,893,12.73
FRAF,1,5991,257,28.52
FRBA,1,43963,602,13.48
FRD,1,5593,188,16.66
FRDM,1,114214,557,31.47
FREE,1,37335,922,3.44
FREL,1,163963,1380,25.42
FRES,1,99960,165,0.34
FREY,1,3056766,8166,1.78
FREY.WS,1,40231,78,0.144449
FRGE,1,348521,2324,1.66
FRGT,1,306051,2446,2.03
FRHC,1,28324,749,81.43
FRI,1,7498,109,25.2975
FRLN,1,2185,45,6.43
FRME,1,277742,4935,33.57
FRNW,1,5821,110,14.9128
FRO,1,1474249,15887,22.08
FROG,1,3057644,33179,37.91
FRPH,1,14313,340,60.12
FRPT,1,410424,10586,87.61
FRSH,1,2778545,27451,21.36
FRST,1,88274,1127,12.31
FRSX,1,43808,272,1.1
FRT,1,1015957,16566,102.06
FRTY,1,4102,25,15.1891
FRTpC,1,1019,36,22.99
FRZA,1,180233,335,0.536
FSBC,1,26407,472,23.25
FSBD,1,9,5,46.64
FSBW,1,5331,183,33.53
FSCO,1,692070,1266,5.79
FSD,1,108930,472,11.7
FSEA,1,2986,42,8.615
FSEC,1,521,10,42.24
FSEP,1,2056,18,41.4
FSFG,1,1235,44,16.85
FSI,1,11099,48,1.91
FSIG,1,523988,1033,18.87
FSK,1,1536295,8644,19.98
FSLD,1,1,1,50.08
FSLR,1,1474475,30255,143.17
FSLY,1,3888885,34553,23.27
FSM,1,3442187,7427,2.98
FSMB,1,135684,240,19.855
FSMD,1,49673,435,36.33
FSMO,1,15635,86,23.841
FSP,1,795598,4952,2.32
FSR,1,45525043,37086,0.7893
FSS,1,350045,7855,77.96
FSST,1,741,20,23.6206
FSTA,1,97177,917,45.61
FSTR,1,24311,1316,23.82
FSV,1,70389,1994,166.06
FSYD,1,5026,48,46.59
FSZ,1,651,14,61.8784
FT,1,20292,74,6.49
FTA,1,42148,366,69.97
FTAG,1,532,17,23.8109
FTAI,1,1335147,19178,52.88
FTAIM,1,1163,25,25.45
FTAIN,1,2746,49,25.25
FTAIO,1,2668,72,25.23
FTAIP,1,2234,30,25.12
FTBD,1,1341,20,48.9348
FTC,1,163710,332,117.02
FTCB,1,14,3,20.92
FTCI,1,657973,2113,0.4994
FTCS,1,291912,2274,82.18
FTDR,1,1339504,9079,32.48
FTDS,1,0,0,45.8034
FTEC,1,181171,4503,152.64
FTEK,1,63079,253,1.16
FTEL,1,37778,324,3.58
FTF,1,83625,294,6.35
FTFT,1,96906,452,1.15
FTGC,1,445634,1731,23.18
FTGS,1,28165,184,28.8957
FTHF,1,4733,5,22.99
FTHI,1,151640,700,21.96
FTHM,1,41091,181,2.63
FTHY,1,77161,443,14.19
FTI,1,6229026,44322,19.25
FTIF,1,1,1,21.6855
FTII,1,48115,17,11.02
FTK,1,54082,265,2.95
FTLF,1,3965,142,22.51
FTLS,1,60703,376,59.24
FTNT,1,8327791,98563,67.85
FTQI,1,88308,530,20.32
FTRB,1,3423,35,24.9166
FTRE,1,1071699,9415,31.48
FTRI,1,58502,222,12.33
FTS,1,893347,8973,38.94
FTSD,1,34548,129,89.93
FTSL,1,715978,1469,46.09
FTSM,1,685784,1949,59.73
FTV,1,1389847,19806,82.24
FTWO,1,5689,32,24.79
FTXG,1,16257,141,23.75
FTXH,1,4345,47,27.2907
FTXL,1,80894,389,83.14
FTXN,1,60477,243,28.39
FTXO,1,63100,289,24.15
FTXR,1,1832,34,30.46
FUBO,1,16412042,34564,1.96
FUL,1,202420,4597,76.22
FULC,1,406541,7008,8.15
FULT,1,731235,10816,15.32
FULTP,1,9210,43,17.17
FUMB,1,55002,169,20.07
FUN,1,178866,2058,41.54
FUNC,1,16192,659,22.06
FUND,1,27023,143,7.7
FUNL,1,1800,4,37.0401
FURY,1,87362,319,0.35
FUSB,1,7179,40,10.4
FUSI,1,645,6,50.81
FUSN,1,1226147,8322,11.32
FUTU,1,806845,13119,48.17
FUTY,1,252569,2382,38.71
FUV,1,47032,285,0.6051
FV,1,114977,607,53.86
FVAL,1,53461,397,54.31
FVC,1,40236,127,33.4556
FVCB,1,15017,238,11.39
FVD,1,1193503,4057,40.37
FVRR,1,682402,10081,27.76
FWBI,1,95697,604,5.38
FWD,1,6284,13,68.04
FWONA,1,60340,2189,59.39
FWONK,1,1335348,12298,66.02
FWRD,1,550002,10915,42.62
FWRG,1,280465,4998,22.88
FXA,1,13097,229,64.29
FXB,1,85455,799,121.19
FXC,1,8976,204,72.61
FXD,1,103437,572,59.37
FXE,1,9736,249,99.49
FXED,1,2250,19,18.2359
FXF,1,12739,207,101.8063
FXG,1,46476,209,62.64
FXH,1,38784,408,103.94
FXI,1,55666233,56879,22.1
FXL,1,21065,381,136.3
FXN,1,984226,2137,16.27
FXNC,1,6544,272,19.3
FXO,1,83810,467,42.99
FXP,1,25652,280,44.84
FXR,1,111514,528,66.36
FXU,1,140747,435,29.61
FXY,1,92460,1176,62.02
FXZ,1,72130,533,65.98
FYBR,1,1438030,22271,22.885
FYC,1,6225,91,62.6
FYLD,1,40494,247,25.71
FYLG,1,0,0,25.0841
FYT,1,7355,71,51.76
FYX,1,18337,223,88.76
FpB,1,50592,289,25.11
FpC,1,26803,244,24.66
FpD,1,27639,336,24.8
G,1,2192367,23561,34.94
GAA,1,1434,38,27.8325
GAB,1,428586,802,5.29
GABC,1,71358,1572,31.56
GABF,1,2048,53,33.92
GABpG,1,4398,18,21.9099
GABpH,1,1801,16,21.9064
GABpK,1,3717,21,22.01
GAIA,1,25023,204,3.0
GAIN,1,167708,2806,13.62
GAINL,1,2486,19,25.45
GAINN,1,5184,69,23.84
GAL,1,13403,82,41.69
GALT,1,39290,267,1.63
GAM,1,6492,92,44.66
GAMB,1,100111,1772,9.19
GAMC,1,11952,66,10.62
GAME,1,42307,211,1.51
GAMR,1,3029,82,57.8967
GAMpB,1,3861,30,25.11
GAN,1,44740,244,1.52
GANX,1,575718,3052,4.84
GAPR,1,1625,10,33.3028
GAQ,1,44626,27,10.96
GASS,1,176289,1442,7.1
GAST,1,5,3,24.3265
GATO,1,125183,1951,6.6
GATX,1,84136,3500,125.74
GAU,1,256497,597,0.8949
GAUG,1,18345,38,32.3034
GB,1,18074,153,4.36
GBAB,1,47537,329,16.67
GBBK,1,3210,6,10.77
GBBKR,1,5562,7,0.08
GBCI,1,816751,10979,36.74
GBDC,1,718656,7230,15.32
GBF,1,8901,112,103.5
GBIL,1,856288,2199,99.87
GBIO,1,322508,1235,1.92
GBLD,1,13740,48,16.31
GBLI,1,1126,10,29.75
GBNH,1,72501,119,0.27
GBR,1,6360,45,1.05
GBTC,1,9198489,42977,40.68
GBTG,1,57523,612,5.98
GBUY,1,10965,25,29.795
GBX,1,254433,5082,47.93
GCAD,1,170,5,28.5942
GCBC,1,5120,125,26.03
GCC,1,17892,150,17.14
GCI,1,789122,4240,2.2
GCLN,1,1389,13,31.1647
GCMG,1,82478,1871,8.7
GCMGW,1,1474,4,0.27
GCO,1,99884,2472,29.5
GCOR,1,3168137,1125,41.02
GCOW,1,1021348,2096,33.47
GCT,1,1822785,18981,29.7
GCTK,1,9883,69,0.2258
GCV,1,42705,109,3.64
GD,1,598789,18890,269.0
GDC,1,107112,671,2.3
GDDY,1,1046549,19464,112.59
GDE,1,13803,44,27.9211
GDEC,1,297334,47,30.936
GDEF,1,0,0,46.0831
GDEN,1,102990,1890,38.41
GDEV,1,4965,23,2.25
GDHG,1,3887881,9289,0.5874
GDIV,1,18283,58,13.83
GDL,1,6255,27,7.9398
GDMA,1,3044,33,30.245
GDMN,1,741,8,21.088
GDO,1,15779,62,12.64
GDOC,1,2210,19,33.7213
GDOT,1,669052,7157,8.4
GDRX,1,1141033,9826,6.53
GDS,1,1277906,11444,5.8
GDSTW,1,8546,25,0.015
GDTC,1,40696,263,2.24
GDV,1,120619,768,21.98
GDVD,1,208005,346,23.4977
GDVpH,1,840,9,23.913
GDVpK,1,8144,58,19.475
GDX,1,12462154,46829,27.3
GDXD,1,1580134,2777,5.69
GDXJ,1,3472105,23797,33.13
GDXU,1,551036,3730,21.45
GDYN,1,399050,4009,13.96
GE,1,3409374,52319,139.05
GECC,1,24465,187,10.26
GECCM,1,10069,89,25.15
GECCO,1,1149,10,24.6
GECCZ,1,592,5,25.3399
GEF,1,87723,2868,62.57
GEF.B,1,3616,227,62.76
GEG,1,879,18,1.89
GEGGL,1,700,5,21.7
GEHC,1,2461405,36482,82.06
GEL,1,1290062,3607,11.18
GEM,1,799848,997,30.17
GEMD,1,10511,200,40.2471
GEN,1,5488755,40163,20.87
GENC,1,11763,224,16.47
GENE,1,4557,74,1.9
GENI,1,2307663,13911,7.56
GENK,1,9804,135,7.85
GEO,1,4616336,31334,12.02
GEOS,1,368335,4748,14.215
GERM,1,3496,23,18.5951
GERN,1,4222962,8672,1.91
GES,1,466016,8651,23.03
GETR,1,995497,1298,0.2525
GETY,1,152160,2004,4.49
GEVO,1,5045968,9042,0.8966
GF,1,13427,54,8.3347
GFAI,1,145855,835,2.57
GFEB,1,13036,51,33.5044
GFF,1,641705,12589,67.55
GFGF,1,1064,8,26.4183
GFI,1,4012224,26878,13.75
GFL,1,1011289,11100,35.29
GFOF,1,4100,68,14.5001
GFR,1,1708,37,5.37
GFS,1,2450167,33278,54.78
GGAL,1,1333965,10100,18.15
GGB,1,3999621,7955,4.26
GGE,1,208965776,68179,0.037
GGG,1,885542,10555,87.83
GGLL,1,133619,943,33.51
