ticker,n_days,total_volume,total_trades,last_close
REW,1,26314,168,7.1285
REX,1,97904,2607,43.25
REXR,1,1999350,22674,53.12
REXRpB,1,6950,56,22.2801
REXRpC,1,12632,62,21.38
REYN,1,499878,8686,28.51
REZ,1,25898,410,68.77
REZI,1,654683,7944,17.34
RF,1,8253463,37765,17.89
RFCI,1,323,5,22.32
RFDA,1,756,12,47.6827
RFDI,1,4909,51,61.02
RFEM,1,824,20,59.4142
RFEU,1,4,3,62.98
RFFC,1,279,14,49.8789
RFG,1,4379,72,43.5938
RFI,1,51027,305,11.86
RFIL,1,8502,27,3.07
RFL,1,13480,99,1.82
RFM,1,13458,50,15.645
RFMZ,1,37292,179,13.85
RFV,1,13621,207,111.4996
RFpB,1,68370,557,23.93
RFpC,1,39787,427,22.11
RFpE,1,25674,297,17.63
RGA,1,233519,7129,167.55
RGCO,1,9825,258,18.74
RGEN,1,557715,14837,203.99
RGF,1,97797,352,1.29
RGLD,1,317051,9647,112.12
RGLS,1,19900,187,1.42
RGNX,1,1065735,12591,16.29
RGP,1,402514,3780,13.22
RGR,1,117010,3316,44.43
RGS,1,25357,298,12.35
RGT,1,47394,201,10.41
RGTI,1,2011953,6869,1.16
RGTIW,1,3240,15,0.258
RH,1,327214,11358,256.86
RHCB,1,5,3,45.7127
RHE,1,541,18,2.215
RHI,1,803393,15301,80.55
RHP,1,254574,6252,114.58
RHRX,1,1797,1,13.8678
RHTX,1,0,0,14.0409
RICK,1,59399,1824,60.78
RIET,1,33886,321,9.95
RIG,1,12623427,31824,5.23
RIGL,1,699082,2346,1.14
RIGS,1,69585,93,22.845
RILY,1,603040,7504,18.15
RILYG,1,9636,155,15.31
RILYK,1,4156,43,18.49
RILYL,1,3850,85,20.0083
RILYM,1,38199,364,21.45
RILYN,1,16185,157,17.05
RILYO,1,9561,86,24.93
RILYP,1,10162,100,17.11
RILYT,1,18537,151,15.3
RILYZ,1,72550,342,13.03
RINC,1,1553,30,22.6988
RINF,1,4038,40,32.2
RING,1,36393,317,21.47
RIO,1,2270080,30810,68.11
RIOT,1,31563030,141694,13.05
RISN,1,2460,20,25.3886
RISR,1,5671,53,33.17
RITA,1,86,10,18.5931
RITM,1,5386652,23192,10.12
RITMpA,1,13995,87,24.2
RITMpB,1,43853,303,23.9
RITMpC,1,9960,113,21.7
RITMpD,1,35952,264,22.38
RIV,1,66883,373,11.81
RIVN,1,58198259,116508,16.11
RIVpA,1,6138,36,23.8499
RJF,1,794586,16870,112.1
RJFpB,1,2058,8,25.21
RJMG,1,26380,60,21.1898
RKDA,1,10078,109,2.4578
RKLB,1,5974202,19891,4.3
RKT,1,1180871,14242,11.48
RL,1,4400054,60114,171.85
RLAY,1,646125,8657,8.89
RLGT,1,193137,2262,6.21
RLI,1,168432,4957,137.2
RLJ,1,955107,8047,11.64
RLJpA,1,14010,192,25.05
RLMD,1,205986,2196,5.24
RLTY,1,42098,256,14.12
RLX,1,3222532,6184,1.84
RLY,1,207540,598,26.29
RLYB,1,665567,3778,1.71
RM,1,36561,766,23.05
RMAX,1,119140,2198,9.95
RMBI,1,15959,305,10.23
RMBL,1,139607,2449,6.44
RMBS,1,2939234,49539,56.25
RMCF,1,3140,50,4.03
RMCO,1,33072,240,1.36
RMD,1,886029,23705,183.75
RMI,1,12657,54,15.96
RMIF,1,161,3,25.13
RMM,1,43308,256,15.35
RMMZ,1,21901,125,15.81
RMNI,1,161246,1421,3.14
RMPLp,1,1180,15,24.91
RMR,1,96064,2275,25.62
RMT,1,66789,322,9.16
RMTI,1,222014,759,1.23
RNA,1,593963,7707,12.51
RNAC,1,233408,1641,0.6803
RNAZ,1,688265,2176,0.674
RNEM,1,2302,22,50.12
RNEW,1,10,1,22.4382
RNG,1,890039,13717,33.36
RNGR,1,195907,2737,9.85
RNLC,1,595,10,35.2088
RNLX,1,4869447,8420,0.5414
RNMC,1,49,3,30.54
RNP,1,71858,488,20.11
RNR,1,626230,15475,226.51
RNRG,1,4939,63,9.97
RNRpF,1,18931,231,24.86
RNRpG,1,22437,296,18.52
RNSC,1,7198,99,27.84
RNST,1,138650,2741,30.91
RNW,1,300361,3489,6.45
RNWWW,1,4296,23,0.7698
RNWZ,1,1081,4,20.3658
RNXT,1,16066,101,1.5501
ROAD,1,403709,8022,50.35
ROAM,1,12020,26,22.4621
ROBO,1,74855,1199,55.41
ROBT,1,146785,575,44.51
ROCK,1,123393,3411,85.3
ROCL,1,2227,20,10.9522
ROCLW,1,12391,12,0.0799
RODE,1,1812,13,26.325
RODM,1,127834,725,26.76
ROE,1,15039,46,26.8073
ROG,1,83693,3208,117.67
ROI,1,1568860,1823,0.107
ROIC,1,1806737,13507,13.75
ROIV,1,7151427,40445,10.57
ROK,1,2018123,41282,278.71
ROKT,1,668,26,42.8734
ROKU,1,5773355,69871,94.7
ROL,1,2378747,22173,43.73
ROM,1,35837,489,59.47
ROMA,1,8598328,22017,1.14
ROMO,1,5300,20,27.4885
ROOF,1,4732,41,19.1824
ROOT,1,76834,1180,7.39
ROP,1,504799,23241,545.34
RORO,1,2627,16,17.6924
ROSC,1,2600,26,40.14
ROSS,1,685,31,10.97
ROSS.U,1,2800,28,11.0
ROSS.WS,1,3412,6,0.07
ROST,1,1319880,33416,146.06
ROUS,1,26396,110,45.57
ROVR,1,558991,2854,10.96
ROYA,1,3,3,24.5971
RPAR,1,45771,246,18.55
RPAY,1,514166,5860,8.06
RPD,1,2365081,28333,58.73
RPG,1,340104,1010,34.68
RPHM,1,190325,872,1.65
RPHS,1,17001,27,9.31
RPID,1,10913,99,0.95
RPM,1,543370,10588,106.49
RPRX,1,3327295,32546,28.7
RPTX,1,107056,1262,7.97
RPV,1,180383,1139,81.24
RQI,1,320866,1432,11.8
RR,1,371122,1612,1.88
RRAC,1,1096,13,11.1
RRBI,1,7471,264,51.1
RRC,1,3895560,32055,28.46
RRGB,1,87023,1224,10.17
RRR,1,2236098,23235,57.91
RRX,1,1245748,24050,148.0
RS,1,184519,6913,297.43
RSBT,1,20935,103,17.09
RSEE,1,1298,17,26.3881
RSF,1,1242,22,16.06
RSG,1,1119944,22526,174.64
RSHO,1,1230,16,32.9722
RSI,1,1029498,8130,5.9
RSKD,1,449955,3685,4.72
RSLS,1,278489,648,0.196
RSP,1,4900248,44679,158.74
RSPC,1,7732,80,29.0649
RSPD,1,17634,316,48.05
RSPE,1,12199,70,24.41
RSPF,1,43416,304,59.104
RSPG,1,270697,1622,72.5
RSPH,1,147044,866,30.57
RSPM,1,29816,171,32.36
RSPN,1,46823,334,44.3
RSPR,1,5049,73,31.5255
RSPS,1,134176,298,31.18
RSPT,1,464331,2765,33.81
RSPU,1,21528,268,51.66
RSSB,1,28681,99,21.338
RSSS,1,48613,277,2.88
RSST,1,11439,64,21.07
RSVR,1,145774,816,6.14
RTAI,1,428,5,20.74
RTC,1,2780920,6626,0.86
RTH,1,4154,215,197.24
RTO,1,367619,4623,25.62
RTX,1,5800107,71783,91.04
RUFF,1,318,6,23.4304
RULE,1,6992,16,21.28
RUM,1,7162288,37353,7.97
RUMBW,1,33187,108,2.06
RUN,1,12137478,71764,15.44
RUNN,1,48770,112,29.2146
RUSHA,1,246774,6192,46.55
RUSHB,1,8653,439,49.38
RVLV,1,995482,11717,15.66
RVMD,1,854750,13386,30.38
RVMDW,1,321,5,0.201
RVNC,1,1660200,13472,5.42
RVNU,1,18420,108,25.45
RVP,1,46283,237,1.2
RVPH,1,219815,1933,4.33
RVPHW,1,6191,15,1.0
RVRB,1,50,2,26.0007
RVSB,1,19771,408,4.89
RVSN,1,589542,5623,11.59
RVSNW,1,72908,88,0.1251
RVT,1,253858,1154,14.34
RVTY,1,753351,16421,103.25
RVYL,1,12214,154,3.99
RWAY,1,387936,3500,13.47
RWAYL,1,4124,27,25.2714
RWAYZ,1,6559,42,25.41
RWJ,1,216083,857,40.38
RWK,1,18644,257,104.8
RWL,1,120945,1119,87.73
RWM,1,1728224,4892,21.7
RWO,1,69224,503,41.9
RWR,1,323250,3368,92.13
RWT,1,965633,9461,6.49
RWTN,1,43203,183,25.0
RWTpA,1,2877,39,24.15
RWX,1,85874,363,25.42
RXD,1,656,21,10.8012
RXI,1,3269,48,160.01
RXL,1,3963,78,101.26
RXO,1,2811224,25875,20.75
RXRX,1,4221568,30524,9.9
RXST,1,267786,5925,48.94
RXT,1,641363,4325,1.59
RY,1,1206478,7497,96.76
RYAAY,1,1054781,13642,138.99
RYAM,1,433740,3693,4.57
RYAN,1,568267,8890,43.43
RYI,1,144537,2906,34.19
RYJ,1,12520,45,61.3429
RYLD,1,933114,5332,16.48
RYLG,1,805,34,24.8
RYN,1,343823,6727,32.87
RYSE,1,399,12,23.4248
RYTM,1,489688,7955,47.55
RYZB,1,235114,2486,62.27
RZB,1,18139,107,25.376
RZC,1,29255,313,26.27
RZG,1,43724,462,45.4537
RZLT,1,35020,148,1.0
RZV,1,2492,75,101.1842
S,1,4815218,47191,29.04
SA,1,407015,3774,10.01
SAA,1,5599,74,22.98
SABA,1,163328,469,3.85
SABR,1,1917258,11097,4.13
SABS,1,1275,55,5.4318
SABSW,1,4270,26,0.0163
SACC,1,1206,13,24.39
SACH,1,206640,1889,3.53
SACHpA,1,3130,31,21.89
SAEF,1,3419,26,22.9094
SAFE,1,188474,4108,20.6
SAFT,1,31210,1531,82.3
SAGA,1,2272,6,10.9
SAGAR,1,3256,20,0.0578
SAGAU,1,600,9,11.03
SAGE,1,731729,11169,23.78
SAGP,1,690,7,25.9662
SAH,1,426493,7254,55.2
SAI,1,62388,257,0.9
SAIA,1,315120,11038,553.1
SAIC,1,247935,8033,130.21
SAJ,1,2662,10,25.31
SAM,1,84473,4344,351.81
SAMG,1,34196,647,16.12
SAMT,1,750,13,24.4251
SAN,1,2713395,7768,3.93
SANA,1,9274200,51090,6.16
SAND,1,1485998,5206,4.41
SANE,1,3,2,23.0887
SANG,1,4488,46,2.87
SANM,1,685115,12106,59.29
SANW,1,19554,90,0.5501
SAP,1,549599,14209,181.16
SAR,1,47087,782,22.98
SARK,1,1500526,7694,27.96
SASI,1,21823,217,3.4
SASR,1,224995,3657,22.7
SAT,1,4662,36,24.38
SATL,1,32392,170,1.33
SATO,1,13484,115,12.0907
SATS,1,921156,12087,13.51
SATX,1,216595,392,0.401
SAUG,1,13602,49,20.97
SAVA,1,565033,6903,25.25
SAVAW,1,89584,787,7.72
SAVE,1,22537316,82208,7.18
SAY,1,1362,9,25.5399
SAZ,1,2451,23,25.62
SB,1,409639,3230,4.15
SBAC,1,1313608,22921,216.2
SBB,1,2246,36,16.65
SBBA,1,2274,9,25.2201
SBCF,1,339322,5078,24.31
SBET,1,43303,246,1.1
SBEV,1,155514,558,0.333
SBEV.WS,1,2400,4,0.045
SBFG,1,8125,77,15.4
SBFM,1,124640,315,0.23015
SBGI,1,589221,10046,14.025
SBH,1,979107,11838,12.98
SBI,1,22906,100,7.84
SBIO,1,49173,81,34.6057
SBLK,1,1130293,14278,22.94
SBND,1,347,9,18.345
SBOW,1,391553,4971,27.21
SBR,1,27876,599,62.1
SBRA,1,2900653,20799,13.4
SBS,1,500120,5006,15.74
SBSI,1,95255,2563,29.77
SBSW,1,4026712,17351,4.35
SBT,1,13923,194,5.08
SBUX,1,9831050,132233,96.59
SBXC,1,631,9,10.4
SBpD,1,5755,59,25.23
SCAP,1,3487,25,31.664
SCC,1,242,21,15.393
SCCB,1,581,11,24.98
SCCC,1,5158,82,24.8
SCCD,1,886,11,21.99
SCCE,1,1777,18,22.3
SCCF,1,1743,24,22.39
SCCG,1,1038,16,23.65
SCCO,1,785471,14874,80.94
SCD,1,46262,256,14.22
SCDL,1,1,1,34.2843
SCEpG,1,16866,164,20.78
SCEpH,1,12790,58,25.01
SCEpJ,1,17480,150,23.02
SCEpK,1,7349,97,24.1553
SCEpL,1,19854,283,20.31
SCEpM,1,17962,172,26.41
SCHA,1,886906,5692,46.24
SCHB,1,520451,4259,58.05
SCHC,1,384941,1599,33.76
SCHD,1,2478132,51937,77.07
SCHE,1,1479127,4852,24.3
SCHF,1,3749742,7300,36.71
SCHG,1,1163495,9762,89.44
SCHH,1,3072200,6625,19.78
SCHI,1,309443,889,44.3
SCHJ,1,46903,177,48.21
SCHK,1,809631,1714,48.17
SCHL,1,240702,5465,38.4
SCHM,1,302006,2047,75.44
SCHO,1,1817253,4068,48.3
SCHP,1,1055634,4159,51.69
SCHQ,1,198328,1146,33.52
SCHR,1,1580272,2660,49.14
SCHV,1,314497,2322,71.09
SCHW,1,5382470,65355,62.47
SCHWpD,1,35665,349,25.5
SCHWpJ,1,56475,416,20.94
SCHX,1,1416611,6007,59.11
SCHY,1,72214,488,24.15
SCHZ,1,1110847,3061,45.9
SCI,1,1390729,18916,66.21
SCJ,1,14424,109,70.7545
SCKT,1,9824,74,1.114
SCL,1,66798,2098,90.01
SCLX,1,362999,3010,1.63
SCLXW,1,10582,32,0.439899
SCM,1,98598,964,12.74
SCMB,1,32013,213,52.2
SCNI,1,17481,119,0.5
SCO,1,3583579,12718,18.49
SCOR,1,1042,138,18.35
SCPH,1,321194,1950,5.11
SCPX,1,121354,319,0.3636
SCRD,1,3,3,41.2893
SCRM,1,94097,286,10.64
SCRMU,1,200,5,10.85
SCS,1,413926,4576,12.86
SCSC,1,172103,5139,37.67
SCTL,1,74976,204,0.4601
SCVL,1,151420,3711,27.47
SCWO,1,61659,367,1.14
SCWX,1,30647,291,7.0
SCX,1,14392,178,13.35
SCYB,1,41261,274,51.81
SCYX,1,131512,706,1.92
SCZ,1,958835,6877,59.96
SD,1,410204,4705,12.4
SDA,1,365059,2125,6.34
SDAWW,1,846,6,0.2675
SDCI,1,4638,27,17.946
SDCP,1,0,0,25.78
SDD,1,1484,52,19.8209
SDEM,1,5257,42,24.8212
SDG,1,13035,173,76.06
SDGR,1,374646,8782,27.2
SDHC,1,157043,2134,27.83
SDHY,1,48812,234,15.3
SDIG,1,939215,5376,5.3
SDIV,1,282554,3037,20.85
SDOG,1,35630,267,50.44
SDOT,1,36496,138,0.352
SDOW,1,5143457,10458,17.2
SDP,1,12148,139,13.9908
SDPI,1,58789,151,0.724
SDRL,1,968130,6400,43.79
SDS,1,4105868,8574,27.53
SDSI,1,2929,32,50.755
SDVD,1,57254,169,20.53
SDVY,1,1520108,3357,32.1
SDY,1,368775,4159,123.3
SE,1,4544803,45508,43.34
SEA,1,11280,134,15.1046
SEALpA,1,1646,24,25.08
SEALpB,1,1200,67,24.875
SEAS,1,507813,8402,48.36
SEAT,1,1144423,9204,5.53
SEATW,1,2205,25,0.85
SEB,1,2502,1370,3551.3
SECO,1,2133432,5090,0.525
SECT,1,74363,208,48.05
SEDA,1,256206,22,10.89
SEDG,1,1865616,34447,75.51
SEE,1,1261835,17193,35.12
SEED,1,10968,77,1.98
SEEL,1,238905,1270,0.789
SEER,1,258755,2618,1.78
SEF,1,16881,74,11.04
SEIC,1,477170,10156,66.31
SEIM,1,1293,14,30.2778
SEIQ,1,600,12,31.6546
SEIV,1,1042,13,28.531
SEIX,1,34908,214,24.0351
SELF,1,19152,114,4.33
SELV,1,2437,18,26.6718
SEM,1,378238,7561,26.22
SEMI,1,10502,94,23.0805
SEMR,1,572366,7514,12.14
SENEA,1,29889,1333,51.61
SENS,1,1199428,2841,0.54
SEPA,1,1119,18,10.8
SEPAW,1,32800,16,0.146
SEPT,1,3352,15,27.1639
SEPW,1,633,8,26.6223
SEPZ,1,54,1,34.5734
SERA,1,173504,1749,8.1
SES,1,275308,2002,1.26
SETH,1,1295,17,29.0748
SETM,1,4125,32,16.0576
SEVN,1,73602,1235,12.14
SEZL,1,14907,479,42.34
SF,1,630019,11100,75.8
SFB,1,41784,375,20.69
SFBS,1,181309,4291,60.42
SFE,1,6997,36,0.652
SFIG,1,1975,26,47.83
SFIX,1,698346,4924,3.45
SFL,1,917273,7609,11.97
SFLO,1,24,3,24.9647
SFLR,1,26057,110,28.43
SFM,1,1210318,18475,50.76
SFNC,1,482463,8798,17.68
SFST,1,11846,345,33.67
SFWL,1,442525,2468,1.95
SFY,1,131091,1245,17.7
SFYF,1,2648,101,30.7582
SFYX,1,11439,184,12.87
SFpB,1,15324,159,24.3411
SFpC,1,6286,131,24.5
SFpD,1,8448,115,18.25
SG,1,2439907,22671,11.88
SGA,1,7965,247,23.61
SGBX,1,104594,307,0.2901
SGC,1,24026,777,13.74
SGD,1,121047,464,0.848
SGDJ,1,9964,71,26.5346
SGDM,1,59075,184,22.3399
SGE,1,6480,31,1.07
SGH,1,748724,12386,21.99
SGHC,1,664215,2226,3.27
SGHT,1,139545,1513,4.53
SGLC,1,40850,110,31.31
SGLY,1,110243,14459,0.5
SGMA,1,8691,74,3.26
SGML,1,2274579,21302,14.26
SGMO,1,1767468,4682,0.55
SGMT,1,1625140,12172,6.0
SGN,1,10300,93,0.7032
SGOL,1,2406740,2632,19.43
SGOV,1,3838264,12958,100.4
SGRP,1,17692,107,1.09
SGRY,1,805043,10219,32.84
SGU,1,36541,625,11.49
SH,1,15058185,5663,12.49
SHAG,1,8712,60,47.225
SHAK,1,584606,10916,79.13
SHBI,1,119490,1281,11.05
SHC,1,1374578,10948,15.99
SHCO,1,928609,8162,5.0
SHCR,1,663697,3231,1.05
SHCRW,1,1260,1,0.0229
SHDG,1,0,0,25.4269
SHE,1,2122,162,100.7768
SHEL,1,4431995,41701,63.56
SHEN,1,111949,2605,19.78
SHFS,1,54172,160,0.9488
SHFSW,1,39671,67,0.07
SHG,1,117242,1716,32.94
SHIM,1,11479,177,6.09
SHIP,1,59584,736,7.4
SHLD,1,5736,71,28.995
SHLS,1,2999522,28189,15.44
SHLT,1,10788,133,6.5
SHM,1,258913,906,47.6
SHNY,1,650,23,25.6629
SHO,1,787791,6993,10.74
SHOC,1,8094,144,41.39
SHOO,1,636657,13147,40.96
SHOP,1,20832784,208184,87.87
SHOT,1,2575663,10678,3.84
SHOTW,1,7350,33,1.06
SHOpH,1,7622,18,21.42
SHOpI,1,6483,31,20.12
SHPH,1,99626,186,0.3795
SHPP,1,2,2,27.3679
SHPW,1,28841,92,1.93
SHPWW,1,33350,45,0.0035
SHRT,1,11804,21,8.125
SHUS,1,0,0,39.9215
SHV,1,1722475,25384,110.25
SHW,1,1197555,24368,312.15
SHY,1,2233372,7346,81.84
SHYD,1,84348,719,22.09
SHYF,1,231788,3555,10.85
SHYG,1,755356,3194,42.32
SHYL,1,11891,97,44.25
SIBN,1,133942,2765,21.11
SID,1,3143087,5064,3.57
SIDU,1,97724,1010,4.33
SIEB,1,955,82,1.7
SIEN,1,81043,233,0.6095
SIF,1,9430,75,3.42
SIFI,1,3,2,43.3139
SIFY,1,97963,444,1.32
SIG,1,531887,13863,101.03
SIGA,1,226136,2781,4.64
SIGI,1,528312,7967,97.18
SIGIP,1,7613,85,18.3608
SIHY,1,4017,20,45.1901
SII,1,81364,1321,36.76
SIJ,1,8865,66,10.87
SIL,1,136731,1397,24.87
SILC,1,42163,671,15.8
SILJ,1,596575,2413,8.52
SILK,1,671066,9051,16.63
SILO,1,5995,64,1.53
SILV,1,681321,4402,5.53
SIMO,1,854042,12716,67.9
SIMS,1,2787,24,32.9291
SING,1,536070,655,0.43
SINT,1,5611291,4817,0.1601
SIO,1,7,2,25.204
SIRI,1,11916752,35523,4.99
SISI,1,366394,314,0.1352
SITC,1,1415983,11987,13.78
SITCpA,1,16179,139,23.31
SITE,1,211626,5780,160.89
SITM,1,241207,6909,116.37
SIVR,1,699603,2318,21.6
SIX,1,777130,9506,25.21
SIXA,1,634,8,38.9988
SIXF,1,8312,48,25.4
SIXH,1,3607,25,34.5516
SIXJ,1,16791,77,27.1601
SIXL,1,80012,12,33.069
SIXO,1,3711,58,29.2796
SIXS,1,2282,5,46.0245
SIZE,1,2578,33,133.06
SJ,1,535857,1282,0.785
SJB,1,113210,564,17.3
SJIM,1,159,21,19.84
SJM,1,845448,18158,131.09
SJNK,1,2559866,5896,25.13
SJT,1,331288,2000,4.42
SJW,1,131536,3492,58.94
SKE,1,90594,509,4.35
SKF,1,31351,106,13.8628
SKGR,1,1644,21,11.1
SKGRU,1,100,1,10.85
SKIL,1,22907,861,12.31
SKIN,1,1538368,8987,2.7
SKLZ,1,226104,3280,6.18
SKM,1,337098,4621,21.05
SKOR,1,20866,97,47.58
SKRE,1,28407,247,28.87
SKT,1,584334,8288,26.51
SKWD,1,269199,4497,30.01
SKX,1,2059985,26701,57.97
SKY,1,318186,6627,79.51
SKYH,1,2915,221,11.5
SKYH.WS,1,4472,23,1.18
SKYT,1,334564,3350,9.29
SKYU,1,842,16,25.15
SKYW,1,497796,10760,59.69
SKYX,1,212018,1131,1.55
SKYY,1,152099,2188,95.02
SLAB,1,416539,11148,137.27
SLAC,1,479,11,10.49
SLACU,1,100,1,10.0
SLACW,1,70720,50,0.2
SLAM,1,50289,24,10.9
SLAMU,1,1143,17,11.01
SLAMW,1,290,2,0.2
SLB,1,12042656,100965,47.79
SLCA,1,518806,6813,10.46
SLDB,1,348674,3363,7.24
SLDP,1,2964274,6731,1.6
SLDPW,1,27622,75,0.1795
SLE,1,88334,368,2.27
SLF,1,556764,6980,52.78
SLG,1,1096151,16443,44.75
SLGL,1,3384,43,1.2475
SLGN,1,404869,9085,44.42
SLGpI,1,11733,93,21.04
SLI,1,836783,3460,1.46
SLM,1,1343004,17020,19.5
SLMBP,1,1595,82,71.65
SLN,1,1851323,2865,21.2
SLNA,1,641165,970,0.3799
SLNAW,1,6949,12,0.0078
SLND,1,14345,204,4.89
SLND.WS,1,2244,12,0.4
SLNG,1,1828,17,4.42
SLNH,1,37355,357,2.9599
SLNHP,1,1019,18,3.3
SLNO,1,137397,3045,47.48
SLP,1,115170,2831,40.74
SLQD,1,409324,1516,49.1
SLQT,1,1035110,3598,1.18
SLRC,1,163955,2018,14.84
SLRN,1,1006389,9704,8.19
SLRX,1,26660,156,0.545
SLS,1,1418611,3369,0.7761
SLV,1,16472242,23105,20.65
SLVM,1,188891,4406,46.73
SLVO,1,5975,182,70.13
SLVP,1,48676,338,8.57
SLX,1,12269,206,69.6556
SLYG,1,445481,2205,82.53
SLYV,1,910563,2311,78.78
SM,1,1043916,14297,36.97
SMAR,1,804228,13792,46.36
SMAY,1,6095,42,21.8364
SMB,1,412232,1257,17.01
SMBC,1,25056,640,40.82
SMBK,1,12242,324,21.66
SMCF,1,3572,9,26.6125
SMCI,1,9402268,179285,698.0
SMCO,1,4317,22,22.1833
SMCP,1,1959,40,29.2078
SMDD,1,3517,35,13.4063
SMDV,1,128175,1080,61.24
SMDY,1,33,1,40.4703
SMFG,1,1090103,5884,10.14
SMFL,1,92707,311,0.9699
SMG,1,931408,17464,57.66
SMH,1,8834200,103509,199.43
SMHB,1,16907,202,5.82
SMHI,1,37996,623,10.29
SMI,1,403,20,46.2302
SMID,1,31386,872,44.99
SMIG,1,54286,228,25.01
SMIN,1,125983,2171,73.89
SMIZ,1,30010,34,29.18
SMLE,1,421,3,25.8262
SMLF,1,64061,469,58.73
SMLP,1,10475,120,16.86
SMLR,1,85911,1829,47.43
SMLV,1,7802,54,106.6358
SMMD,1,130627,689,61.09
SMMF,1,24057,583,26.95
SMMT,1,1897325,8043,4.18
SMMU,1,97629,163,49.945
SMMV,1,48940,336,35.52
SMN,1,3491,43,8.7583
SMOG,1,3379,76,95.096
SMOT,1,229994,388,31.38
SMP,1,170068,2183,40.53
SMPL,1,1295106,18985,35.88
SMR,1,1419874,7409,2.72
SMR.WS,1,21393,59,0.3299
SMRI,1,40605,18,26.5872
SMRT,1,915752,4805,3.02
SMSI,1,60235,352,0.814
SMTC,1,705855,8896,20.26
SMTH,1,45399,221,25.648
SMTI,1,8337,284,40.2
SMWB,1,205685,2145,7.01
SMX,1,6279961,13335,0.352
SMXWW,1,59687,46,0.0041
SN,1,613158,8028,49.87
SNA,1,775742,23363,266.03
SNAL,1,2178,49,0.88
SNAP,1,87846761,258483,11.1
SNAV,1,13322,37,27.85
SNAX,1,9610,74,1.485
SNAXW,1,40661,43,0.0062
SNBR,1,334904,6115,9.87
SNCE,1,32992,258,5.68
SNCR,1,51671,492,6.072
SNCRL,1,1710,69,19.9599
SNCY,1,415316,5741,14.76
SND,1,41659,344,1.84
SNDA,1,6439,185,11.525
SNDL,1,1912413,7063,1.36
SNDR,1,521994,9291,24.22
SNDX,1,1125464,9822,22.0
SNES,1,432731,1351,1.02
SNEX,1,160875,3936,63.03
SNFCA,1,10620,217,7.99
SNGX,1,95238,272,0.648
SNMP,1,1459,43,1.3138
SNN,1,491356,7468,27.99
SNOA,1,1377149,1325,0.1602
SNOV,1,3229,16,21.0412
SNOW,1,5995314,91544,222.9
SNPD,1,64,3,25.2516
SNPE,1,63749,338,45.49
SNPG,1,376,14,36.66
SNPO,1,20579,282,8.35
SNPS,1,1495604,44180,570.69
SNPV,1,36,4,28.7998
SNPX,1,117112,151,0.197899
SNSE,1,34122,135,0.81
SNSR,1,21969,195,34.45
SNT,1,4933,45,1.165
SNTG,1,75621,454,2.48
SNTI,1,64933,343,0.431
SNV,1,676754,12832,35.33
SNVpD,1,13017,77,24.85
SNVpE,1,37175,226,23.51
SNX,1,521427,13457,100.81
SNY,1,3265192,22025,46.56
SO,1,3750382,42678,66.94
SOAR,1,18046,166,2.565
SOBR,1,17085,84,0.7
SOCL,1,12578,132,39.92
SOF,1,680,20,100.42
SOFI,1,49558415,109420,8.08
SOGP,1,112762,347,2.74
SOHO,1,102189,482,1.34
SOHOB,1,2298,24,19.25
SOHON,1,1200,25,19.2151
SOHOO,1,576,6,19.47
SOHU,1,37698,624,9.62
SOI,1,342161,3495,7.51
SOJC,1,16118,220,24.45
SOJD,1,36837,289,23.31
SOJE,1,21507,171,20.61
SOL,1,421891,2087,1.65
SOLO,1,586292,1214,0.252
SOLR,1,7,1,26.2062
SON,1,323786,7582,56.89
SOND,1,15937,182,2.68
SONDW,1,150964,78,0.0091
SONM,1,33066,106,0.6102
SONN,1,21000,157,1.47
SONO,1,4235828,40892,18.19
SONY,1,624919,14415,96.4
SOPA,1,379478,533,0.1661
SOPH,1,14077,193,4.5
SOR,1,33958,390,40.6
SOS,1,133555,1051,3.46
SOTK,1,26946,160,5.68
SOUN,1,14340543,28017,1.95
SOUNW,1,50893,61,0.249
SOVF,1,637,19,27.9331
SOVO,1,505843,4033,22.26
SOXL,1,59516892,364852,37.15
SOXQ,1,161685,1283,35.25
SOXS,1,116964009,102112,4.58
SOXX,1,919739,21220,617.14
SOYB,1,21674,210,25.17
SP,1,831318,5132,51.11
SPAB,1,2225063,3498,25.24
SPAM,1,966,12,28.477
SPAQ,1,318,14,95.0212
SPAX,1,506,14,20.38
SPB,1,733659,14952,86.1
SPBC,1,12549,66,30.4282
SPBO,1,1581440,1998,28.95
SPC,1,2788,16,21.32
SPCB,1,1334709,2063,0.178
SPCE,1,5126370,13765,1.76
SPCX,1,516,15,23.14
SPCZ,1,300,3,25.84
SPD,1,18283,112,30.09
SPDG,1,1337,17,32.81
SPDN,1,3387521,1083,12.8
SPDV,1,2399,29,28.93
SPDW,1,2784081,6108,33.73
SPE,1,39238,238,12.16
SPEC,1,27130,256,1.66
SPEM,1,2081821,7242,34.71
SPEU,1,2726,57,39.8
SPEpC,1,1740,5,22.8
SPFF,1,45710,352,9.4
SPFI,1,10963,358,25.97
SPG,1,1208868,24335,144.1
SPGC,1,62516,184,0.769
SPGI,1,3673189,82750,436.63
SPGM,1,231962,444,56.63
SPGP,1,517450,4030,97.95
SPGpJ,1,821,13,60.23
SPH,1,5884071,9394,19.85
SPHB,1,498267,3731,82.76
SPHD,1,645292,6230,41.42
SPHQ,1,732714,5696,57.28
SPHR,1,1106348,15954,40.67
SPHY,1,1880125,5717,23.32
